what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1416072380579
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1416072386010
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416072388694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416072399386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416072414330
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416072419619
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1416072420462
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1416072426172
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1416072428779
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1416072429872
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1416072434383
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1416072470132
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1416072471864
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1416072499805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416072505567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416072860153
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1416072863991
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416072865519
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416072925862
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1416072925893
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1416072933844
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1416072943890
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1416072946865
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1416072948254
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1416072954540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416072957099
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416072963057
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1416072976904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416072985197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416072994950
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416073101674
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416073244665
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1416073247301
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416073266237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416073282596
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1416073285217
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416073289262
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416073297604
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1416073299601
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416073305451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416073308430
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1416073308524
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1416073320692
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416073323234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416073324973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416073325647
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416073330358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416073333322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416073354591
