what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415779030518
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415779032187
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415779032296
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415779039472
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415779048396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779051157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779052436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779052498
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779056461
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779062748
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779065712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779065992
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779066975
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1415779066975
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415779074151
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1415779076117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779088378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779091873
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415779093979
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415779095710
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415779096225
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415779096256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415779096475
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415779096662
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415779096834
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415779098830
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415779102528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1415779113728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779120249
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779121778
executed,command,,,"org.eclipse.ltk.ui.refactor.apply.refactoring.script",1415779121794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779133026
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779136692
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415779139281
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415779143774
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415779143899
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415779145802
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415779147191
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415779154585
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415779162650
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415779168578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779170731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779171979
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779172041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779176066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779178281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779180684
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779181589
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779184693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779193788
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779205153
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415779207040
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415779208538
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415779208538
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415779208569
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415779208585
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415779208600
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415779208616
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415779208631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779214013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779217461
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1415779217477
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415779217477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779220456
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779221969
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1415779221985
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415779221985
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779223139
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779247772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779248505
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779249394
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415779249550
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1415779250003
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1415779250003
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.1.0.162,"com.altera.debug.cdi.gdb.plugin",1415779250003
stopped,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1415779250003
stopped,bundle,com.altera.sbtgui.ui,13.1.0.162,"com.altera.sbtgui.ui",1415779250003
stopped,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1415779250003
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1415779250003
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1415779250003
