what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415770889458
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415770894668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415770902374
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415770911594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415770916992
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415770922514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415770927662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415770933808
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415770948348
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415770949393
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415770949455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415770949487
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415770954573
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415770954604
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415770958114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415770963605
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415770964761
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415770964839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415770964917
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415770967507
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415770967523
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415770970612
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415770974808
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415770975932
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415770976025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415770976119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415770992187
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415770993872
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415770996009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415770997834
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1415770997850
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415770997850
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415770998130
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415770998162
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415770998271
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415770998396
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415771000923
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415771003091
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415771003216
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415771003216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415771006383
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415771007880
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1415771007896
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415771007896
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415771008192
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415771011546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415771018535
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1415771132775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1415771258393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1415771267098
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1415771514563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415771568227
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415771568945
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415771569038
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415771569085
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415771569101
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415771569179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415771571207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415771580177
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415771617457
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415771619812
