what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1415781607961
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1415781607961
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1415781607961
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1415781607962
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1415781607962
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1415781607963
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1415781607963
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1415781607964
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1415781607964
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1415781607965
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1415781607966
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1415781607966
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1415781607967
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1415781607967
started,bundle,com.altera.sbtgui.integration,13.1.0.162,"com.altera.sbtgui.integration",1415781607968
started,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1415781607968
started,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1415781607969
started,bundle,com.altera.systemconsole,13.1.0.162,"com.altera.systemconsole",1415781607969
started,bundle,com.altera.systemconsole.designs.plugin,13.1.0.162,"com.altera.systemconsole.designs.plugin",1415781607969
started,bundle,com.altera.utilities,13.1.0.162,"com.altera.utilities",1415781607970
os,sysinfo,,,"win32",1415781607972
arch,sysinfo,,,"x86",1415781607972
ws,sysinfo,,,"win32",1415781607972
locale,sysinfo,,,"en_IN",1415781607972
processors,sysinfo,,,"4",1415781607972
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1415781607972
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1415781607972
java.specification.name,sysinfo,,,"Java Platform API Specification",1415781607972
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1415781607972
java.specification.version,sysinfo,,,"1.6",1415781607972
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1415781607972
java.version,sysinfo,,,"1.6.0_23",1415781607972
java.vm.info,sysinfo,,,"mixed mode",1415781607972
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1415781607972
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1415781607972
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1415781607972
java.vm.specification.version,sysinfo,,,"1.0",1415781607972
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1415781607972
java.vm.version,sysinfo,,,"19.0-b09",1415781607972
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1415781609199
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415781648315
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415781648319
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1415781648354
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415781655996
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415781673324
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415781674602
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415781880972
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1415781884750
started,bundle,com.altera.sbtgui.core,13.1.0.162,"com.altera.sbtgui.core",1415781885600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415781889016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415781908688
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415781920248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415781929466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415781939640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415781941313
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1415781941328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415781941328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415781944807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415781953233
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1415781954137
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1415781954161
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1415781954163
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1415781954166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415781954228
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415781954337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415781954395
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415781954411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415781954492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415781955672
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415781956958
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415781957120
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415781960915
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415781980700
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415781991000
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415781992369
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415781992528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1415781999570
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415782001868
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1415782004040
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1415782005063
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1415782005229
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1415782007430
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415782009629
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415782012365
